"姓名" "年龄" "身高" "体重" "俱乐部" "位置" "惯用脚" "逆足能力" "花式技巧" "国际声誉" "传中" "射术" "头球精度" "短传" "凌空" "盘带" "弧线" "任意球精度" "长传" "控球" "加速" "速度" "敏捷" "移动反应" "平衡" "射门力量" "弹跳" "体能" "强壮" "远射" "侵略性" "拦截意识" "跑位" "视野" "点球" "沉着" "盯人" "抢断" "铲球" "鱼跃" "手形" "开球" "站位" "守门反应" "联赛" "球队位置" "综合能力"
"Cristian López Santamaría" 28 185.42 176 "朗斯" "中锋" "右脚" 3 3 1 38 72 73 58 56 66 49 41 31 71 80 74 68 68 58 69 77 80 77 57 79 36 73 62 68 64 18 25 30 7 14 15 7 7 "法甲" "前场" 71
"Íñigo Eguaras Álvarez" 25 180.34 168 "萨拉戈萨" "后腰" "右脚" 3 2 1 67 52 59 77 59 65 69 61 76 67 61 59 59 62 62 66 73 78 76 64 67 69 69 80 66 65 61 69 65 7 7 10 11 11 "其他" "中场" 70
"Luis Eduardo Delgado Pacheco" 32 182.88 165 "韦斯卡" "主力替补" "右脚" 3 2 1 62 49 53 69 31 55 61 60 66 67 64 66 70 67 63 73 75 73 77 52 81 74 57 58 63 59 59 76 70 10 10 14 11 16 "其他" "替补" 71
"Alberto Zapater Arjol" 32 180.34 181 "萨拉戈萨" "左中中场" "右脚" 3 2 1 63 61 60 70 56 65 68 78 72 67 59 42 56 69 60 74 62 65 73 73 78 74 63 73 67 76 67 74 61 15 6 10 8 16 "其他" "中场" 69
"Héctor Verdés Ortega" 33 185.42 176 "奥维多" "主力替补" "右脚" 3 2 1 31 20 73 56 16 34 38 34 50 42 37 36 33 52 54 75 78 56 87 23 90 64 25 36 32 56 69 71 70 9 11 14 6 6 "其他" "替补" 67
"Luis García Fernández" 36 177.8 143 "欧本" "左中中场" "右脚" 4 3 1 68 64 61 76 68 69 76 77 71 70 56 52 62 65 72 72 64 65 60 71 71 68 72 73 75 79 37 43 40 9 12 13 11 11 "其他" "中场" 71
"Joaquín José Marín Ruiz" 27 177.8 163 "格拉纳达" "主力替补" "右脚" 4 3 1 74 62 54 73 43 69 70 52 56 75 74 80 76 65 79 49 57 70 60 58 59 63 61 42 58 62 64 68 71 14 13 7 14 9 "西甲" "替补" 68
"Miguel Ángel Garrido Cifuentes" 26 172.72 143 "阿尔瓦塞特" "主力替补" "右脚" 3 2 1 71 42 55 64 33 67 59 48 55 67 79 79 77 63 77 72 77 70 68 46 71 65 66 46 57 72 64 69 73 8 10 13 6 9 "其他" "替补" 70
"Gerard Valentín Sancho" 23 175.26 163 "拉科鲁尼亚" "主力替补" "右脚" 3 3 1 73 32 42 68 29 75 65 22 61 78 92 92 90 62 71 41 70 73 61 35 65 60 64 57 36 59 64 69 66 8 10 8 6 10 "其他" "替补" 70
"David Fernández Cortázar" 32 185.42 179 "阿尔科孔" "左中后卫" "右脚" 5 2 1 50 34 71 64 41 41 56 38 66 61 59 53 57 63 58 72 67 70 72 42 46 77 39 54 36 78 70 74 71 9 11 8 15 16 "其他" "后场" 72
"Brandon Thomas Llamas" 22 172.72 157 "雷恩" "主力替补" "右脚" 3 2 1 59 70 56 61 65 74 64 54 56 66 77 75 87 73 90 69 74 80 60 66 39 42 76 67 69 66 35 26 27 8 9 7 14 16 "法甲" "替补" 72
"Juan Muñoz Muñoz" 21 182.88 168 "阿尔梅利亚" "中锋" "右脚" 3 3 1 52 68 70 62 75 67 52 35 41 70 66 64 69 68 63 75 61 56 63 71 58 20 72 42 67 60 12 17 18 9 7 8 10 14 "其他" "前场" 72
"Alberto Cifuentes Martínez" 38 190.5 172 "加的斯" "守门员" "右脚" 3 1 1 11 10 22 20 20 17 21 12 32 28 47 46 31 58 42 41 60 39 68 16 28 22 14 38 27 50 12 13 12 62 76 60 79 65 "其他" "守门员" 73
"Francisco Borja Lasso de la Vega Gayán" 23 185.42 159 "奥萨苏纳" "前腰" "右脚" 4 3 1 72 68 38 71 52 76 63 64 69 74 57 53 65 67 40 74 33 67 64 70 81 48 64 66 59 61 31 45 38 9 11 5 12 12 "西甲" "中场" 71
"Francisco José Sánchez Rodríguez" 21 175.26 150 "塞维利亚" "左中场" "左脚" 3 3 1 67 62 43 71 51 70 74 65 66 70 72 68 74 68 69 48 44 64 46 66 38 41 68 73 56 60 22 46 35 12 9 9 8 8 "西甲" "中场" 68
"Francisco José Sánchez Rodríguez" 21 175.26 150 "塞维利亚" "左中场" "左脚" 3 3 1 67 62 43 71 51 70 74 65 66 70 72 68 74 68 69 48 44 64 46 66 38 41 68 73 56 60 22 46 35 12 9 9 8 8 "西甲" "中场" 61
"Francisco José Sánchez Rodríguez" 27 177.8 154 "马特斯堡" "替补" "左脚" 3 2 1 62 49 57 60 32 63 37 30 54 59 70 73 59 55 70 56 67 65 64 47 62 57 54 48 37 65 58 60 62 15 8 6 14 15 "其他" "替补" 68
"Francisco José Sánchez Rodríguez" 27 177.8 154 "马特斯堡" "替补" "左脚" 3 2 1 62 49 57 60 32 63 37 30 54 59 70 73 59 55 70 56 67 65 64 47 62 57 54 48 37 65 58 60 62 15 8 6 14 15 "其他" "替补" 61
"Federico Vico Villegas" 22 167.64 141 "卢哥" "主力替补" "左脚" 3 3 1 68 63 43 69 47 74 70 57 67 70 82 74 81 63 86 61 70 63 47 56 48 50 60 73 51 60 49 57 55 9 13 12 13 13 "其他" "替补" 73
"Bernardo Víctor Cruz Torres" 23 190.5 187 "卢哥" "主力替补" "右脚" 3 2 1 26 36 76 64 18 31 41 37 57 59 34 53 58 59 37 56 74 61 88 37 74 66 33 42 32 61 69 67 61 7 15 10 7 9 "其他" "替补" 70
"Pedro Antonio Sánchez Moñino" 30 175.26 163 "格拉纳达" "主力替补" "右脚" 3 3 1 67 65 32 65 59 72 74 69 61 71 79 80 81 61 74 78 73 77 65 75 45 33 66 67 58 69 25 34 16 10 13 15 8 8 "西甲" "替补" 72
"Jorge Sáenz de Miera Colmeiro" 20 193.04 165 "特内里费" "主力替补" "右脚" 3 2 1 52 35 68 70 46 59 32 49 60 66 64 66 56 64 64 52 77 84 76 41 70 68 49 69 45 66 67 71 66 7 14 7 8 11 "其他" "替补" 71
"Carlos Fernández Luna" 21 185.42 159 "塞维利亚" "中锋" "右脚" 3 3 1 40 74 73 58 60 67 40 23 41 66 59 64 58 65 58 72 73 68 70 73 64 25 75 52 73 63 25 36 23 12 13 8 9 12 "西甲" "前场" 74
"Aitor García Flores" 23 175.26 159 "加的斯" "主力替补" "右脚" 3 3 1 66 73 43 65 59 71 61 52 63 69 80 84 73 70 75 77 64 59 54 61 40 28 62 60 55 56 28 35 34 9 16 13 12 9 "其他" "替补" 72
"Manuel Jesús Vázquez Florido" 26 170.18 130 "卢哥" "主力替补" "左脚" 3 2 1 68 70 59 65 54 73 59 43 59 70 73 82 79 65 70 71 67 50 68 56 43 40 73 57 67 67 32 26 29 7 11 12 8 15 "其他" "替补" 69
"Juan Carlos Real Ruiz" 26 182.88 159 "特内里费" "主力替补" "右脚" 3 3 1 65 70 49 72 49 71 55 54 64 70 70 63 73 66 68 56 58 67 55 69 45 45 68 73 60 74 37 49 41 8 11 14 6 8 "其他" "替补" 73
"Guillermo Fernández Hierro" 24 180.34 163 "努曼西亚" "主力替补" "右脚" 3 2 1 62 67 64 66 62 71 65 56 51 74 74 78 72 71 66 64 71 82 70 59 56 20 73 58 75 65 20 29 27 9 10 7 7 9 "其他" "替补" 71
"Francisco José Villalba Rodrigo" 19 167.64 143 "瓦伦西亚" "主力替补" "右脚" 3 3 1 66 60 33 71 51 77 74 73 68 71 66 64 75 62 89 44 46 52 31 66 38 36 61 72 57 59 28 34 31 9 10 14 5 14 "其他" "替补" 69
"Pablo Valcarce Vidal" 24 175.26 154 "努曼西亚" "右中场" "左脚" 3 3 1 66 72 47 64 34 72 62 43 61 71 74 75 79 66 79 70 72 67 60 67 59 53 72 68 54 59 49 56 49 13 11 13 12 9 "其他" "中场" 67
"Óscar Melendo Jiménez" 19 167.64 139 "西班牙人" "主力替补" "左脚" 3 2 1 65 70 42 73 32 74 38 35 70 75 64 68 62 55 65 58 57 64 59 60 57 52 68 63 37 62 36 59 55 9 7 13 15 8 "西甲" "替补" 76
"Javier Lara Grande" 31 177.8 161 "科尔多瓦" "主力替补" "右脚" 4 2 1 81 63 42 74 57 70 82 83 80 74 65 56 67 61 69 72 42 40 50 78 37 40 66 73 70 63 31 34 28 12 9 14 11 8 "其他" "替补" 67
"David Querol Blanco" 28 182.88 165 "雷乌斯体育" "主力替补" "右脚" 3 3 1 69 66 57 65 53 64 49 51 55 67 88 91 71 70 62 67 59 77 71 59 71 45 62 59 65 60 40 57 42 11 8 16 15 10 "其他" "替补" 68
"David Ferreiro Quiroga" 29 170.18 139 "韦斯卡" "左中场" "右脚" 3 3 1 71 68 32 65 46 70 81 74 67 69 90 89 87 71 91 67 78 32 32 75 74 28 65 62 69 63 26 23 36 6 11 7 7 15 "其他" "中场" 72
"José Manuel Fernández Reyes" 27 170.18 143 "科尔多瓦" "右边翼卫" "右脚" 2 2 1 68 35 52 62 25 59 59 37 55 64 88 90 84 62 77 60 77 90 46 31 72 71 55 43 47 65 58 62 67 13 13 8 12 12 "其他" "后场" 68
"Antonio Jesús Regal Angulo" 29 175.26 141 "巴拉多利德" "右后卫" "右脚" 3 3 1 70 44 53 66 36 67 63 59 49 67 89 80 90 62 81 70 74 90 60 47 72 66 63 54 49 62 61 63 70 12 15 9 8 13 "其他" "后场" 70
"Carlos Ruiz Aránega" 33 182.88 176 "特内里费" "右中后卫" "右脚" 3 2 1 45 46 74 70 49 50 48 47 65 63 62 65 63 67 73 67 80 76 76 57 74 70 50 52 53 66 64 70 61 15 7 13 7 7 "其他" "后场" 67
"Adrián Ortolá Vañó" 23 182.88 159 "巴塞罗那B队" "守门员" "左脚" 3 1 1 19 14 16 21 10 18 20 12 22 23 49 52 54 62 62 23 72 43 54 17 20 19 12 38 29 29 13 13 16 73 67 73 69 68 "其他" "守门员" 69
"David Carmona Sierra" 20 175.26 159 "塞维利亚" "右后卫" "右脚" 3 2 1 69 33 52 62 38 57 57 45 59 66 75 81 73 66 72 59 72 79 68 48 64 66 48 46 44 61 65 66 71 6 5 10 15 10 "西甲" "后场" 67
"Rafael Jesús Navarro Mazuelos" 23 172.72 134 "皇家贝蒂斯" "主力替补" "右脚" 3 2 1 71 34 69 70 36 61 52 49 42 70 80 79 80 62 83 67 76 64 35 41 61 63 56 51 48 64 68 71 72 8 9 13 8 13 "西甲" "替补" 70
"Brais Méndez Portela" 20 187.96 172 "塞尔塔" "主力替补" "左脚" 3 3 1 59 70 52 73 65 70 61 56 65 75 74 73 70 70 55 67 65 71 70 67 36 37 71 68 62 68 35 40 32 10 5 10 12 8 "西甲" "替补" 76
"Abraham Minero Fernández" 31 175.26 157 "塔拉戈纳" "左中场" "左脚" 2 2 1 71 41 57 68 36 70 76 56 58 73 70 74 72 64 72 69 68 75 74 58 80 69 63 66 57 66 66 68 71 11 8 7 14 11 "其他" "中场" 68
"Alexander Alegría Moreno" 24 187.96 181 "莱万特" "替补" "右脚" 3 3 1 48 68 71 65 74 68 66 22 39 75 54 60 66 64 47 69 69 65 79 64 53 19 76 48 63 68 22 20 25 13 8 13 13 6 "西甲" "替补" 72
"Borja Fernández Fernández" 36 185.42 161 "巴拉多利德" "左后腰" "右脚" 3 2 1 59 55 68 71 47 62 46 68 68 67 36 35 43 66 51 79 70 67 81 69 80 70 56 67 63 78 60 72 62 14 7 8 11 14 "其他" "中场" 64
"Borja Fernández Fernández" 21 177.8 157 "雷乌斯体育" "主力替补" "右脚" 3 2 1 45 34 43 68 28 49 35 33 63 62 49 42 63 70 76 44 57 66 69 32 68 74 46 68 39 58 58 61 57 13 9 11 10 8 "其他" "替补" 64
"Daniel Giménez Hernández" 33 182.88 170 "皇家贝蒂斯" "主力替补" "右脚" 2 1 1 11 14 11 27 12 14 13 15 35 12 34 32 40 69 41 16 54 30 52 11 33 17 11 32 25 50 10 15 12 71 65 65 65 76 "西甲" "替补" 73
"Aleix García Serrano" 20 172.72 150 "吉罗纳" "主力替补" "右脚" 3 3 1 58 63 47 78 49 72 65 62 74 75 68 65 73 58 81 62 58 61 48 58 54 58 62 71 54 70 60 63 57 16 8 9 10 7 "其他" "替补" 74
"José Ignacio Martínez García" 28 175.26 168 "巴拉多利德" "主力替补" "左脚" 3 2 1 72 43 51 63 46 65 65 58 67 68 82 86 81 62 82 77 85 70 59 64 75 71 59 53 40 63 62 67 73 13 12 11 14 8 "其他" "替补" 75
"Juan Carlos Sánchez Martínez" 29 182.88 168 "奥维多" "主力替补" "右脚" 2 1 1 22 13 14 28 15 14 25 14 29 12 52 54 68 70 42 24 78 43 63 13 30 24 13 42 25 40 14 13 14 72 64 59 65 75 "其他" "替补" 68
"Pablo Pérez Rodríguez" 23 187.96 174 "希洪竞技" "主力替补" "右脚" 3 3 1 60 65 76 75 63 70 67 60 72 73 59 62 65 64 50 64 73 70 65 62 40 54 71 70 78 63 49 48 47 9 10 15 13 12 "其他" "替补" 68
"Eduardo Expósito Jaén" 20 177.8 148 "拉科鲁尼亚" "替补" "右脚" 4 3 1 56 72 46 73 36 74 34 40 68 72 66 58 63 69 70 68 50 57 49 73 58 67 63 66 42 59 55 66 52 9 15 8 6 8 "其他" "替补" 73
"Rodrigo Ríos Lozano" 27 175.26 163 "莱昂尼萨" "中锋" "右脚" 4 3 1 56 67 58 54 77 65 59 49 46 77 81 78 90 66 77 80 88 60 70 57 74 26 71 60 60 58 16 15 11 9 15 6 8 9 "其他" "前场" 71
"Óscar Francisco García Quintela" 21 172.72 137 "拉科鲁尼亚" "替补" "右脚" 3 3 1 71 77 44 70 55 75 61 44 59 76 76 73 74 55 79 65 57 53 51 70 39 44 61 59 47 63 35 39 34 5 12 6 12 13 "其他" "替补" 64
"Álvaro López Ratón" 24 193.04 168 "萨拉戈萨" "主力替补" "左脚" 2 1 1 11 5 13 40 6 10 14 12 34 28 47 52 68 68 34 21 67 38 66 7 23 11 8 33 15 37 6 14 14 66 71 70 70 69 "其他" "替补" 69
"Cristian Ignacio Herrera Pérez" 26 187.96 187 "卢哥" "左中锋" "左脚" 2 3 1 58 67 65 66 69 70 61 58 54 73 64 69 58 63 36 74 63 69 82 63 60 34 67 58 73 60 34 33 26 15 11 12 13 10 "其他" "前场" 72
"Sergio Guardiola Navarro" 26 187.96 170 "科尔多瓦" "左中锋" "左脚" 3 3 1 43 76 68 62 64 73 72 43 41 74 62 62 59 62 68 66 61 50 73 69 68 28 65 57 71 57 23 19 18 11 14 11 11 11 "其他" "前场" 76
"Sebastián Coris Cardeñosa" 24 182.88 159 "奥萨苏纳" "主力替补" "右脚" 3 3 1 72 66 55 70 47 73 39 35 65 71 72 70 71 59 53 50 58 72 62 61 33 63 62 65 49 60 67 68 65 21 17 18 30 33 "西甲" "替补" 68
"Rafael Jiménez Jarque" 23 185.42 185 "塔拉戈纳" "主力替补" "右脚" 3 2 1 44 41 64 66 33 56 39 43 68 62 59 60 52 54 70 50 64 82 87 38 91 65 42 59 47 59 69 71 70 8 6 6 15 6 "其他" "替补" 70
"Antonio Sivera Salvá" 20 182.88 165 "阿拉维斯" "主力替补" "右脚" 3 1 1 22 15 14 32 16 14 34 12 34 27 59 55 60 57 46 33 65 45 58 12 25 24 16 35 24 27 13 17 12 68 67 64 73 69 "西甲" "替补" 71
"Aleix Febas Pérez" 21 172.72 141 "萨拉戈萨" "主力替补" "右脚" 3 3 1 61 55 36 71 57 76 71 62 69 70 69 63 77 62 83 67 57 61 62 64 57 61 63 68 59 69 37 59 55 6 10 6 9 7 "其他" "替补" 70
"Asier Villalibre Molina" 19 182.88 181 "洛尔卡" "主力替补" "左脚" 3 3 1 34 67 70 55 65 68 53 36 45 65 72 74 71 60 67 79 75 60 83 57 62 31 65 52 70 58 13 19 18 13 15 15 12 14 "其他" "替补" 69
"Santiago Comesaña Veiga" 20 182.88 161 "巴列卡诺" "右中中场" "右脚" 3 2 1 49 72 58 70 49 61 48 47 70 68 59 59 55 71 53 65 57 57 42 73 59 66 70 70 39 56 63 58 59 8 11 11 6 9 "西甲" "中场" 72
"Jon Bautista Orgilles" 21 180.34 159 "皇家社会" "主力替补" "右脚" 3 3 1 47 75 70 65 65 67 50 57 41 67 63 62 62 64 68 73 64 58 50 75 35 16 70 52 70 62 15 22 16 9 11 9 11 13 "西甲" "替补" 72
"Iñaki Astiz Ventura" 33 185.42 163 "华沙莱吉亚" "右中后卫" "右脚" 3 2 1 39 22 72 54 43 32 22 27 52 53 54 59 60 62 57 37 71 54 69 23 75 76 48 52 34 53 70 66 67 10 16 14 11 15 "其他" "后场" 67
"Aitor Fernández Abarisketa" 26 182.88 172 "努曼西亚" "守门员" "右脚" 2 1 1 30 12 20 21 15 22 34 14 22 14 58 53 70 61 48 32 82 42 48 12 15 24 15 35 24 31 11 13 12 72 68 62 74 64 "其他" "守门员" 74
"Gerard Badía Cortés" 27 175.26 159 "皮亚斯特" "右中场" "左脚" 3 2 1 67 64 38 66 64 71 79 70 65 69 75 80 84 63 68 63 77 66 68 59 42 27 66 67 68 67 27 23 30 12 12 10 16 9 "其他" "中场" 67
"Alejandro Alfaro Ligero" 30 175.26 161 "科尔多瓦" "主力替补" "右脚" 3 3 1 75 65 52 70 55 71 76 72 65 73 57 57 67 65 70 70 59 40 59 68 49 37 66 67 66 59 30 32 33 12 11 7 6 11 "其他" "替补" 69
"Tyronne Gustavo Del Pino Ramos" 26 180.34 159 "特内里费" "主力替补" "左脚" 3 4 1 71 57 51 66 40 74 64 65 55 70 77 73 79 66 73 54 66 65 72 55 53 49 68 63 62 70 21 46 34 11 6 8 8 10 "其他" "替补" 67
"Marco Sangalli Fuentes" 25 177.8 146 "阿尔科孔" "主力替补" "右脚" 3 4 1 60 67 41 68 55 75 61 40 46 71 74 79 75 65 71 58 56 69 62 52 42 48 68 64 72 56 36 55 42 15 7 9 7 12 "其他" "替补" 72
"Pablo Marí Villar" 23 190.5 192 "NAC布雷达" "左中后卫" "左脚" 3 2 1 32 38 72 65 28 41 27 30 65 60 54 51 51 58 40 53 64 66 86 40 59 63 34 37 31 62 70 71 64 6 14 7 13 12 "其他" "后场" 71
"Fernando García Puchades" 23 177.8 154 "洛尔卡" "右中场" "右脚" 3 4 1 69 64 38 68 54 74 65 58 65 69 75 78 74 61 74 64 60 59 49 67 52 30 65 60 57 62 28 37 35 8 14 11 14 6 "其他" "中场" 68
"Adrián Ripa Cruz" 31 177.8 161 "努曼西亚" "主力替补" "左脚" 3 2 1 72 37 49 66 30 59 60 26 70 65 75 77 75 65 69 49 78 77 66 35 65 66 61 55 51 55 67 62 69 12 16 11 6 11 "其他" "替补" 69
"Ernesto Galán Iñigo" 31 180.34 174 "巴列卡诺" "主力替补" "右脚" 3 2 1 75 31 57 58 59 49 74 31 59 59 69 78 66 64 65 58 69 75 79 54 69 65 70 43 33 67 69 72 68 6 10 6 10 8 "西甲" "替补" 67
"Borja Viguera Manzanares" 30 182.88 168 "希洪竞技" "主力替补" "右脚" 3 3 1 46 70 74 56 62 71 70 69 61 73 68 66 63 58 63 74 73 57 70 70 50 25 65 58 80 61 16 24 17 8 6 11 15 8 "其他" "替补" 67
"Iñigo Ruiz de Galarreta Etxeberria" 23 175.26 141 "巴塞罗那B队" "左中中场" "右脚" 3 2 1 53 52 51 78 60 65 49 45 73 70 63 65 74 65 78 58 47 64 57 59 70 62 55 72 47 62 62 71 68 12 6 13 7 12 "其他" "中场" 70
"Daniel Toribio Gutiérrez" 28 172.72 157 "阿尔科孔" "右后腰" "左脚" 3 2 1 58 31 46 71 39 49 49 56 62 56 64 56 61 57 68 69 76 91 76 59 83 70 46 64 54 62 51 76 67 16 15 10 12 16 "其他" "中场" 70
"Iriome González González" 30 185.42 174 "卢哥" "主力替补" "右脚" 4 3 1 59 67 77 65 54 76 49 49 55 75 81 83 75 54 55 66 72 74 66 65 52 39 65 55 38 59 39 35 36 9 15 16 13 7 "其他" "替补" 70
"Alberto Escassi Oliva" 28 185.42 172 "努曼西亚" "主力替补" "右脚" 4 2 1 55 36 65 72 36 57 47 60 61 71 58 48 68 69 62 46 69 76 74 43 77 71 50 53 49 57 64 66 63 16 11 8 7 7 "其他" "替补" 72
"David Concha Salas" 20 172.72 134 "皇家社会" "主力替补" "左脚" 3 3 1 67 67 51 62 65 78 71 52 64 70 70 69 63 64 82 53 45 60 44 66 32 30 71 67 72 66 18 23 27 14 15 13 14 13 "西甲" "替补" 68
"Marc Cucurella Saseta" 18 172.72 152 "巴塞罗那B队" "左后卫" "左脚" 3 2 1 63 49 58 69 34 61 62 48 62 66 87 86 73 61 75 55 70 86 58 40 70 60 55 57 39 59 61 66 63 13 7 9 10 11 "其他" "后场" 75
"Oriol Rosell Argerich" 24 182.88 168 "奥兰多城SC" "左后腰" "右脚" 4 2 1 61 49 60 72 53 66 64 42 70 70 50 51 59 71 57 66 60 64 73 64 65 68 54 63 49 69 63 65 64 13 7 13 9 12 "其他" "中场" 69
"José Antonio Caro Martínez" 24 182.88 154 "科尔多瓦" "主力替补" "右脚" 3 2 1 59 44 69 65 23 49 53 41 58 58 70 65 65 61 70 51 79 77 70 37 70 69 43 39 55 58 70 66 68 7 12 10 8 16 "其他" "替补" 68
"Mariano González Maroto" 32 182.88 161 "阿尔梅利亚" "主力替补" "左脚" 3 3 1 80 48 54 69 56 68 71 77 75 70 75 77 60 67 71 82 48 67 76 65 72 67 63 65 67 66 64 70 61 12 9 13 7 12 "其他" "替补" 66
"Ángel Trujillo Canorea" 29 177.8 174 "阿尔梅利亚" "左中后卫" "右脚" 3 2 1 34 27 65 58 32 38 38 40 51 57 57 59 62 62 58 55 80 64 75 42 79 67 37 45 34 62 70 71 65 8 12 12 9 7 "其他" "后场" 66
"Rubén Alcaraz Jiménez" 26 180.34 168 "阿尔梅利亚" "左后腰" "右脚" 3 2 1 57 54 52 73 52 55 74 73 75 64 58 56 58 64 56 82 58 71 70 75 71 69 65 68 70 67 54 72 63 10 14 9 12 13 "其他" "中场" 75
"Carlos Bellvís Llorens" 32 170.18 143 "阿尔科孔" "左后卫" "左脚" 2 2 1 72 34 47 58 42 63 67 58 59 71 76 79 90 67 88 64 83 73 57 35 77 71 53 50 59 62 63 64 70 10 14 10 6 7 "其他" "后场" 69
"Fernando Calero Villa" 21 182.88 165 "巴拉多利德" "主力替补" "右脚" 4 2 1 34 23 70 69 28 30 30 27 43 66 67 64 66 63 51 40 65 59 65 21 63 68 25 36 39 53 69 71 70 11 13 7 14 7 "其他" "替补" 75
"Federico San Emeterio Díaz" 20 175.26 150 "塞维利亚" "右后腰" "右脚" 3 3 1 55 47 63 72 56 59 57 56 65 63 68 72 65 64 80 63 66 87 68 51 81 70 52 58 59 70 55 69 71 11 9 7 6 13 "西甲" "中场" 72
"Juan Carlos Martín Corral" 29 187.96 181 "卢哥" "守门员" "右脚" 3 1 1 32 14 19 25 19 13 30 12 27 22 58 61 56 65 58 47 70 42 61 45 13 20 11 33 30 22 17 20 21 72 64 65 67 73 "其他" "守门员" 73
"Francesc Xavier Molina Arias" 30 182.88 170 "塔拉戈纳" "右中后卫" "右脚" 3 2 1 47 43 73 67 33 55 49 42 66 61 64 65 70 66 64 58 80 79 71 45 74 68 54 59 37 63 66 64 65 8 10 12 9 8 "其他" "后场" 67
"Francisco Javier Atienza Valverde" 27 190.5 187 "雷乌斯体育" "左中后卫" "右脚" 2 2 1 28 22 71 58 41 31 27 36 41 52 38 38 51 62 35 63 47 57 91 15 77 65 12 37 39 63 67 75 60 12 6 14 15 9 "其他" "后场" 70
"Daniel Nieto Vela" 26 172.72 132 "努曼西亚" "主力替补" "左脚" 2 2 1 67 65 23 65 40 70 77 68 55 68 84 83 83 65 92 56 72 74 44 67 47 33 66 60 63 59 14 26 21 6 14 13 16 14 "其他" "替补" 67
"Javier Moyano Lujano" 31 180.34 161 "巴拉多利德" "左后卫" "右脚" 3 3 1 60 33 54 62 45 58 62 53 49 63 80 78 74 64 68 63 73 78 73 51 65 68 56 52 46 59 64 68 71 14 14 8 11 8 "其他" "后场" 69
"Jesús Olmo Lozano" 32 177.8 181 "雷乌斯体育" "右中后卫" "左脚" 3 2 1 47 50 80 62 46 39 39 20 59 57 63 70 68 63 68 62 90 73 74 34 77 67 51 55 29 61 62 63 68 15 9 13 14 10 "其他" "后场" 68
"José Antonio Dorado Ramírez" 34 180.34 154 "巴列卡诺" "左中后卫" "左脚" 3 2 1 43 44 71 70 30 43 49 21 61 55 37 37 43 70 59 40 65 51 70 19 69 71 39 59 35 63 73 71 57 12 15 13 14 10 "西甲" "后场" 68
"Juan Domínguez Lamas" 27 180.34 157 "雷乌斯体育" "右中中场" "右脚" 3 3 1 58 57 51 70 49 68 68 59 69 72 63 57 71 73 70 59 80 82 69 61 59 74 53 71 70 58 60 60 59 12 9 6 16 10 "其他" "中场" 70
"Jonathan Pereira Rodríguez" 30 167.64 134 "阿尔科孔" "左中锋" "右脚" 3 3 1 51 74 53 62 66 73 60 62 45 70 82 80 79 78 85 58 70 51 36 65 59 29 79 59 59 67 18 17 16 6 8 9 9 11 "其他" "前场" 69
"Francisco José Beltrán Peinado" 18 170.18 141 "巴列卡诺" "后腰" "右脚" 3 3 1 58 47 55 75 48 61 49 49 72 66 73 68 78 66 79 61 43 68 56 48 65 72 57 56 49 58 67 65 59 14 11 8 13 9 "西甲" "中场" 75
"Sergi Palencia Hurtado" 21 170.18 146 "巴塞罗那B队" "右后卫" "右脚" 3 2 1 70 51 58 65 34 65 58 44 59 64 83 81 74 62 64 66 57 77 70 59 79 61 59 41 45 59 66 69 68 9 14 6 11 11 "其他" "后场" 72
"Pol Llonch Puyaltó" 24 170.18 154 "维斯瓦克拉科夫" "左中中场" "右脚" 3 2 1 55 43 44 67 53 61 53 55 59 63 83 77 76 53 87 65 79 85 66 49 88 73 55 55 51 69 63 73 67 16 13 14 12 6 "其他" "中场" 70
"David Raya Martin" 21 182.88 165 "布莱克本" "守门员" "右脚" 3 1 1 12 19 20 56 20 17 18 15 50 54 45 41 48 64 38 25 38 29 42 14 24 11 15 33 26 46 19 14 13 68 70 59 65 71 "其他" "守门员" 71
"Javier Álamo Cruz" 28 190.5 185 "阿尔梅利亚" "替补" "右脚" 3 2 1 76 48 48 65 41 70 59 52 63 73 69 76 59 67 53 62 45 70 88 51 58 59 60 57 60 59 64 68 66 11 7 13 11 11 "其他" "替补" 65
"Brian Oliván Herrero" 23 177.8 154 "加的斯" "左后卫" "左脚" 3 3 1 74 55 57 63 51 70 71 41 59 71 68 75 66 66 69 63 61 88 60 48 78 70 64 49 62 61 59 63 64 13 15 13 8 12 "其他" "后场" 70
"Borja Herrera González" 24 175.26 154 "巴拉多利德" "主力替补" "左脚" 2 3 1 71 53 66 70 48 69 63 65 54 72 74 73 76 61 72 64 61 71 58 62 62 63 53 51 60 60 65 69 70 7 9 9 10 11 "其他" "替补" 70
"Unai Medina Pérez" 27 177.8 172 "努曼西亚" "右后卫" "右脚" 3 2 1 71 48 53 58 19 57 59 61 59 64 74 79 70 64 69 77 86 90 77 55 76 69 47 43 63 60 66 67 64 14 14 12 14 15 "其他" "后场" 70
"Álvaro Peña Herrero" 25 177.8 152 "阿尔科孔" "左中场" "右脚" 4 3 1 61 43 53 76 42 69 70 58 76 72 68 63 73 49 69 46 61 60 59 48 54 53 66 72 65 60 41 54 49 9 14 13 10 14 "其他" "中场" 69
"David Mateos Rocha" 32 177.8 170 "奥维多" "左中中场" "右脚" 3 3 1 64 59 55 71 56 65 71 73 70 68 58 56 61 65 70 72 62 75 67 65 74 58 60 70 58 63 58 61 59 12 11 10 13 12 "其他" "中场" 67
